    id      t_sec       phi_rad    lambda_rad           h_m       psi_rad     theta_rad        xi_radsaved (Y/N)
  3615   +361.500  +0.752656576  -0.130164166  +1289.588929    -0.2943040    -0.0199259    -0.1740806    +1
  3616   +361.600  +0.752657028  -0.130164351  +1289.587515    -0.3003059    -0.0203305    -0.1743969    +1
  3617   +361.700  +0.752657480  -0.130164540  +1289.587156    -0.3058689    -0.0202979    -0.1746195    +1
  3618   +361.800  +0.752657930  -0.130164732  +1289.587606    -0.3110628    -0.0198597    -0.1746828    +1
  3619   +361.900  +0.752658380  -0.130164928  +1289.588763    -0.3161358    -0.0192051    -0.1745525    +1
  3620   +362.000  +0.752658828  -0.130165128  +1289.590594    -0.3213343    -0.0184222    -0.1743277    +1
  3621   +362.100  +0.752659276  -0.130165331  +1289.593267    -0.3267175    -0.0175652    -0.1742206    +1
  3622   +362.200  +0.752659723  -0.130165538  +1289.596964    -0.3322971    -0.0165179    -0.1742362    +1
  3623   +362.300  +0.752660169  -0.130165748  +1289.602220    -0.3380698    -0.0157223    -0.1742865    +1
  3624   +362.400  +0.752660613  -0.130165962  +1289.609380    -0.3439337    -0.0158979    -0.1743656    +1
  3625   +362.500  +0.752661057  -0.130166179  +1289.618114    -0.3497796    -0.0172107    -0.1744939    +1
  3626   +362.600  +0.752661499  -0.130166400  +1289.627553    -0.3555984    -0.0189518    -0.1747145    +1
  3627   +362.700  +0.752661941  -0.130166624  +1289.636756    -0.3613672    -0.0203254    -0.1750147    +1
  3628   +362.800  +0.752662382  -0.130166852  +1289.644946    -0.3669787    -0.0211455    -0.1752439    +1
  3629   +362.900  +0.752662821  -0.130167083  +1289.651448    -0.3724602    -0.0215426    -0.1752219    +1
  3630   +363.000  +0.752663260  -0.130167318  +1289.655805    -0.3780872    -0.0214863    -0.1749661    +1
  3631   +363.100  +0.752663698  -0.130167556  +1289.658474    -0.3838598    -0.0213599    -0.1746563    +1
  3632   +363.200  +0.752664134  -0.130167798  +1289.659960    -0.3896243    -0.0214780    -0.1744326    +1
  3633   +363.300  +0.752664570  -0.130168043  +1289.660121    -0.3954563    -0.0213868    -0.1743152    +1
  3634   +363.400  +0.752665004  -0.130168292  +1289.659423    -0.4012991    -0.0211269    -0.1743121    +1
  3635   +363.500  +0.752665438  -0.130168544  +1289.658176    -0.4070243    -0.0209974    -0.1743547    +1
  3636   +363.600  +0.752665870  -0.130168799  +1289.656161    -0.4125872    -0.0211195    -0.1744398    +1
  3637   +363.700  +0.752666302  -0.130169058  +1289.653322    -0.4179277    -0.0215916    -0.1745119    +1
  3638   +363.800  +0.752666732  -0.130169321  +1289.650178    -0.4231309    -0.0224809    -0.1744603    +1
  3639   +363.900  +0.752667161  -0.130169587  +1289.647299    -0.4284617    -0.0236668    -0.1742606    +1
  3640   +364.000  +0.752667589  -0.130169856  +1289.644459    -0.4342022    -0.0243805    -0.1741228    +1
  3641   +364.100  +0.752668016  -0.130170129  +1289.641434    -0.4404144    -0.0243915    -0.1741536    +1
  3642   +364.200  +0.752668442  -0.130170405  +1289.638505    -0.4468920    -0.0242308    -0.1743254    +1
  3643   +364.300  +0.752668866  -0.130170684  +1289.636121    -0.4534028    -0.0244023    -0.1745441    +1
  3644   +364.400  +0.752669290  -0.130170967  +1289.634442    -0.4598543    -0.0248760    -0.1747922    +1
  3645   +364.500  +0.752669712  -0.130171254  +1289.633135    -0.4663030    -0.0252532    -0.1749930    +1
  3646   +364.600  +0.752670133  -0.130171543  +1289.632133    -0.4727971    -0.0257204    -0.1750519    +1
  3647   +364.700  +0.752670553  -0.130171837  +1289.631264    -0.4793037    -0.0261965    -0.1750548    +1
  3648   +364.800  +0.752670971  -0.130172133  +1289.630059    -0.4856467    -0.0262595    -0.1751155    +1
  3649   +364.900  +0.752671389  -0.130172433  +1289.628779    -0.4916065    -0.0260922    -0.1751708    +1
  3650   +365.000  +0.752671805  -0.130172737  +1289.627998    -0.4971666    -0.0258868    -0.1751328    +1
  3651   +365.100  +0.752672220  -0.130173044  +1289.628268    -0.5023293    -0.0259040    -0.1749779    +1
  3652   +365.200  +0.752672633  -0.130173354  +1289.629544    -0.5072323    -0.0258747    -0.1746989    +1
  3653   +365.300  +0.752673045  -0.130173667  +1289.631263    -0.5121731    -0.0250400    -0.1743428    +1
  3654   +365.400  +0.752673456  -0.130173984  +1289.633471    -0.5173157    -0.0233753    -0.1739993    +1
  3655   +365.500  +0.752673865  -0.130174305  +1289.637054    -0.5227559    -0.0216572    -0.1737106    +1
  3656   +365.600  +0.752674273  -0.130174628  +1289.642785    -0.5285955    -0.0205508    -0.1735350    +1
  3657   +365.700  +0.752674679  -0.130174955  +1289.650649    -0.5348156    -0.0200068    -0.1735351    +1
  3658   +365.800  +0.752675084  -0.130175285  +1289.660074    -0.5412595    -0.0193098    -0.1738294    +1
  3659   +365.900  +0.752675487  -0.130175618  +1289.670947    -0.5476580    -0.0182439    -0.1743447    +1
  3660   +366.000  +0.752675889  -0.130175954  +1289.684010    -0.5537114    -0.0175021    -0.1748540    +1
  3661   +366.100  +0.752676289  -0.130176293  +1289.699296    -0.5593570    -0.0172958    -0.1752174    +1
  3662   +366.200  +0.752676687  -0.130176636  +1289.716450    -0.5647182    -0.0171128    -0.1754518    +1
  3663   +366.300  +0.752677084  -0.130176981  +1289.735718    -0.5698809    -0.0169593    -0.1755332    +1
  3664   +366.400  +0.752677479  -0.130177330  +1289.757244    -0.5750982    -0.0168244    -0.1754028    +1
  3665   +366.500  +0.752677872  -0.130177682  +1289.780990    -0.5805269    -0.0168971    -0.1751453    +1
  3666   +366.600  +0.752678264  -0.130178037  +1289.806537    -0.5862353    -0.0169782    -0.1749275    +1
  3667   +366.700  +0.752678653  -0.130178395  +1289.833088    -0.5923013    -0.0164893    -0.1748349    +1
  3668   +366.800  +0.752679041  -0.130178756  +1289.860341    -0.5985555    -0.0158409    -0.1748655    +1
  3669   +366.900  +0.752679428  -0.130179120  +1289.888399    -0.6047900    -0.0155221    -0.1749785    +1
  3670   +367.000  +0.752679812  -0.130179487  +1289.917140    -0.6108898    -0.0154897    -0.1750542    +1
  3671   +367.100  +0.752680195  -0.130179857  +1289.946188    -0.6167907    -0.0154931    -0.1750433    +1
  3672   +367.200  +0.752680576  -0.130180230  +1289.975143    -0.6224895    -0.0154508    -0.1749662    +1
  3673   +367.300  +0.752680956  -0.130180605  +1290.003912    -0.6280081    -0.0154020    -0.1747575    +1
  3674   +367.400  +0.752681333  -0.130180984  +1290.032756    -0.6333958    -0.0155147    -0.1744801    +1
  3675   +367.500  +0.752681709  -0.130181366  +1290.061705    -0.6387689    -0.0159742    -0.1741451    +1
  3676   +367.600  +0.752682084  -0.130181751  +1290.090432    -0.6443414    -0.0167006    -0.1737453    +1
  3677   +367.700  +0.752682456  -0.130182139  +1290.118767    -0.6501834    -0.0176911    -0.1734173    +1
  3678   +367.800  +0.752682827  -0.130182529  +1290.146015    -0.6562374    -0.0187363    -0.1732420    +1
  3679   +367.900  +0.752683196  -0.130182923  +1290.171175    -0.6624746    -0.0194981    -0.1731879    +1
  3680   +368.000  +0.752683564  -0.130183319  +1290.193969    -0.6688318    -0.0200358    -0.1732063    +1
  3681   +368.100  +0.752683930  -0.130183719  +1290.214365    -0.6752193    -0.0207816    -0.1732765    +1
  3682   +368.200  +0.752684295  -0.130184121  +1290.232348    -0.6815420    -0.0217178    -0.1734494    +1
  3683   +368.300  +0.752684657  -0.130184526  +1290.248202    -0.6876733    -0.0227419    -0.1736628    +1
  3684   +368.400  +0.752685018  -0.130184934  +1290.262194    -0.6936286    -0.0239062    -0.1737726    +1
  3685   +368.500  +0.752685378  -0.130185345  +1290.274099    -0.6994817    -0.0252101    -0.1737623    +1
  3686   +368.600  +0.752685736  -0.130185759  +1290.283495    -0.7052381    -0.0266233    -0.1737261    +1
  3687   +368.700  +0.752686092  -0.130186176  +1290.290260    -0.7109277    -0.0281760    -0.1736482    +1
  3688   +368.800  +0.752686446  -0.130186596  +1290.293939    -0.7165976    -0.0294138    -0.1735862    +1
  3689   +368.900  +0.752686799  -0.130187018  +1290.294356    -0.7222306    -0.0300208    -0.1735651    +1
  3690   +369.000  +0.752687150  -0.130187444  +1290.292018    -0.7278578    -0.0300528    -0.1735535    +1
  3691   +369.100  +0.752687500  -0.130187872  +1290.287837    -0.7336133    -0.0297865    -0.1735199    +1
  3692   +369.200  +0.752687847  -0.130188303  +1290.283199    -0.7394745    -0.0299940    -0.1735142    +1
  3693   +369.300  +0.752688193  -0.130188737  +1290.278754    -0.7454045    -0.0305985    -0.1736371    +1
  3694   +369.400  +0.752688538  -0.130189174  +1290.273801    -0.7515759    -0.0302915    -0.1738250    +1
  3695   +369.500  +0.752688880  -0.130189614  +1290.268145    -0.7579985    -0.0286967    -0.1740601    +1
  3696   +369.600  +0.752689220  -0.130190056  +1290.263281    -0.7644001    -0.0270003    -0.1743544    +1
  3697   +369.700  +0.752689559  -0.130190502  +1290.260967    -0.7705906    -0.0264169    -0.1746081    +1
  3698   +369.800  +0.752689896  -0.130190950  +1290.261455    -0.7766646    -0.0267282    -0.1747954    +1
  3699   +369.900  +0.752690230  -0.130191401  +1290.263404    -0.7827132    -0.0267860    -0.1749490    +1
  3700   +370.000  +0.752690563  -0.130191854  +1290.266196    -0.7887723    -0.0260321    -0.1750896    +1
  3701   +370.100  +0.752690894  -0.130192311  +1290.270625    -0.7948787    -0.0248482    -0.1751575    +1
  3702   +370.200  +0.752691222  -0.130192770  +1290.277128    -0.8011108    -0.0234506    -0.1751286    +1
  3703   +370.300  +0.752691549  -0.130193231  +1290.285833    -0.8074251    -0.0221711    -0.1750845    +1
  3704   +370.400  +0.752691873  -0.130193695  +1290.297007    -0.8137535    -0.0214183    -0.1750509    +1
  3705   +370.500  +0.752692196  -0.130194162  +1290.310721    -0.8200654    -0.0211967    -0.1750686    +1
  3706   +370.600  +0.752692516  -0.130194632  +1290.326400    -0.8263186    -0.0210808    -0.1751650    +1
  3707   +370.700  +0.752692834  -0.130195104  +1290.343439    -0.8324408    -0.0211023    -0.1752798    +1
  3708   +370.800  +0.752693150  -0.130195578  +1290.361463    -0.8383934    -0.0215450    -0.1753466    +1
  3709   +370.900  +0.752693464  -0.130196055  +1290.379751    -0.8441469    -0.0223234    -0.1753105    +1
  3710   +371.000  +0.752693776  -0.130196535  +1290.397701    -0.8496519    -0.0232913    -0.1751705    +1
  3711   +371.100  +0.752694085  -0.130197017  +1290.414923    -0.8550259    -0.0240252    -0.1749294    +1
  3712   +371.200  +0.752694393  -0.130197501  +1290.430981    -0.8603904    -0.0243313    -0.1746482    +1
  3713   +371.300  +0.752694699  -0.130197988  +1290.445657    -0.8658014    -0.0244932    -0.1743352    +1
  3714   +371.400  +0.752695002  -0.130198477  +1290.459076    -0.8714375    -0.0249873    -0.1721521    +1
  3715   +371.500  +0.752695304  -0.130198969  +1290.471308    -0.8781622    -0.0261755    -0.1612606    +1
  3716   +371.600  +0.752695603  -0.130199463  +1290.482432    -0.8871215    -0.0278707    -0.1415308    +1
  3717   +371.700  +0.752695901  -0.130199959  +1290.492528    -0.8984156    -0.0293695    -0.1164816    +1
  3718   +371.800  +0.752696198  -0.130200457  +1290.501702    -0.9110477    -0.0299918    -0.0892165    +1
  3719   +371.900  +0.752696493  -0.130200957  +1290.510686    -0.9234464    -0.0296775    -0.0617240    +1
  3720   +372.000  +0.752696787  -0.130201458  +1290.520007    -0.9340204    -0.0286161    -0.0352345    +1
  3721   +372.100  +0.752697081  -0.130201959  +1290.529906    -0.9414482    -0.0275462    -0.0104362    +1
  3722   +372.200  +0.752697374  -0.130202462  +1290.539977    -0.9449154    -0.0268094    +0.0122035    +1
  3723   +372.300  +0.752697666  -0.130202965  +1290.549155    -0.9443021    -0.0260770    +0.0323685    +1
  3724   +372.400  +0.752697959  -0.130203469  +1290.557442    -0.9401031    -0.0254434    +0.0497724    +1
  3725   +372.500  +0.752698251  -0.130203972  +1290.564969    -0.9331757    -0.0252592    +0.0641426    +1
  3726   +372.600  +0.752698545  -0.130204475  +1290.571449    -0.9245774    -0.0253248    +0.0753392    +1
  3727   +372.700  +0.752698839  -0.130204977  +1290.577041    -0.9154890    -0.0256607    +0.0833497    +1
  3728   +372.800  +0.752699134  -0.130205479  +1290.581782    -0.9069162    -0.0258076    +0.0882976    +1
  3729   +372.900  +0.752699430  -0.130205979  +1290.585847    -0.8995384    -0.0251656    +0.0905860    +1
  3730   +373.000  +0.752699727  -0.130206479  +1290.589893    -0.8937009    -0.0240751    +0.0908299    +1
  3731   +373.100  +0.752700025  -0.130206977  +1290.594810    -0.8894820    -0.0233151    +0.0896597    +1
  3732   +373.200  +0.752700324  -0.130207474  +1290.600974    -0.8867807    -0.0231528    +0.0875535    +1
  3733   +373.300  +0.752700624  -0.130207970  +1290.607953    -0.8852652    -0.0231994    +0.0847278    +1
  3734   +373.400  +0.752700926  -0.130208464  +1290.615355    -0.8843531    -0.0230123    +0.0812429    +1
  3735   +373.500  +0.752701228  -0.130208958  +1290.623376    -0.8834510    -0.0225478    +0.0773321    +1
  3736   +373.600  +0.752701531  -0.130209451  +1290.632621    -0.8821360    -0.0218652    +0.0731113    +1
  3737   +373.700  +0.752701835  -0.130209942  +1290.643898    -0.8801355    -0.0210850    +0.0685035    +1
  3738   +373.800  +0.752702140  -0.130210433  +1290.658097    -0.8773404    -0.0203372    +0.0635207    +1
  3739   +373.900  +0.752702445  -0.130210923  +1290.675817    -0.8738871    -0.0195869    +0.0580239    +1
  3740   +374.000  +0.752702751  -0.130211413  +1290.696952    -0.8700842    -0.0186402    +0.0518207    +1
  3741   +374.100  +0.752703058  -0.130211901  +1290.721051    -0.8663349    -0.0173998    +0.0450209    +1
  3742   +374.200  +0.752703365  -0.130212389  +1290.748345    -0.8630641    -0.0162839    +0.0378476    +1
  3743   +374.300  +0.752703672  -0.130212876  +1290.779331    -0.8606663    -0.0155814    +0.0305948    +1
  3744   +374.400  +0.752703980  -0.130213363  +1290.814249    -0.8593578    -0.0148357    +0.0236493    +1
  3745   +374.500  +0.752704288  -0.130213849  +1290.853253    -0.8590219    -0.0139833    +0.0174230    +1
  3746   +374.600  +0.752704597  -0.130214334  +1290.896030    -0.8594318    -0.0130671    +0.0121859    +1
  3747   +374.700  +0.752704905  -0.130214820  +1290.941881    -0.8604305    -0.0122209    +0.0077726    +1
  3748   +374.800  +0.752705213  -0.130215305  +1290.990215    -0.8617342    -0.0120254    +0.0039584    +1
  3749   +374.900  +0.752705522  -0.130215789  +1291.040371    -0.8629875    -0.0126505    +0.0006999    +1
  3750   +375.000  +0.752705830  -0.130216274  +1291.091197    -0.8639570    -0.0134398    -0.0020270    +1
  3751   +375.100  +0.752706138  -0.130216759  +1291.141749    -0.8646308    -0.0139968    -0.0042440    +1
  3752   +375.200  +0.752706445  -0.130217244  +1291.191676    -0.8650572    -0.0144558    -0.0060544    +1
  3753   +375.300  +0.752706753  -0.130217728  +1291.240853    -0.8651756    -0.0149478    -0.0075940    +1
  3754   +375.400  +0.752707060  -0.130218213  +1291.289198    -0.8650001    -0.0156125    -0.0089777    +1
  3755   +375.500  +0.752707367  -0.130218698  +1291.336803    -0.8647912    -0.0166475    -0.0101977    +1
  3756   +375.600  +0.752707674  -0.130219183  +1291.383699    -0.8648175    -0.0178113    -0.0111255    +1
  3757   +375.700  +0.752707981  -0.130219669  +1291.429743    -0.8651233    -0.0186918    -0.0117736    +1
  3758   +375.800  +0.752708287  -0.130220154  +1291.474585    -0.8657098    -0.0190346    -0.0121197    +1
  3759   +375.900  +0.752708594  -0.130220640  +1291.518077    -0.8666419    -0.0189156    -0.0121551    +1
  3760   +376.000  +0.752708900  -0.130221126  +1291.560659    -0.8679188    -0.0191893    -0.0119643    +1
  3761   +376.100  +0.752709206  -0.130221612  +1291.602173    -0.8694504    -0.0203976    -0.0115953    +1
  3762   +376.200  +0.752709512  -0.130222099  +1291.641401    -0.8711751    -0.0220936    -0.0109231    +1
  3763   +376.300  +0.752709818  -0.130222585  +1291.677426    -0.8730231    -0.0236751    -0.0097535    +1
  3764   +376.400  +0.752710123  -0.130223072  +1291.709850    -0.8748118    -0.0247913    -0.0081486    +1
  3765   +376.500  +0.752710429  -0.130223560  +1291.738796    -0.8762892    -0.0254617    -0.0063092    +1
  3766   +376.600  +0.752710734  -0.130224047  +1291.765005    -0.8772578    -0.0259934    -0.0043943    +1
  3767   +376.700  +0.752711039  -0.130224535  +1291.788916    -0.8776418    -0.0266372    -0.0024190    +1
  3768   +376.800  +0.752711344  -0.130225023  +1291.810861    -0.8775127    -0.0273529    -0.0004350    +1
  3769   +376.900  +0.752711649  -0.130225511  +1291.831086    -0.8770951    -0.0279183    +0.0015313    +1
  3770   +377.000  +0.752711954  -0.130226000  +1291.849432    -0.8766484    -0.0282609    +0.0033659    +1
  3771   +377.100  +0.752712259  -0.130226488  +1291.865770    -0.8762802    -0.0283726    +0.0048253    +1
  3772   +377.200  +0.752712564  -0.130226977  +1291.880325    -0.8760523    -0.0280875    +0.0059110    +1
  3773   +377.300  +0.752712869  -0.130227466  +1291.893861    -0.8760665    -0.0276672    +0.0068468    +1
